Name,Record,KDA,CSPM,GPM,Gold %,Kill Participation %,Damage Per Minute,Damage %,K+A/M,Solo Kills,Penta Kills,Champion A,Games A,Winrate A,Champion B,Games B,Winrate B,Champion C,Games C,Winrate C
Sty1e S12 Spring,31W - 2L,4.3,8.7,479,22.7%,59.9%,604.7,23.9%,0.45,10,-,Jinx,8,100%,Jhin,6,100%,Xayah,5,100%
Sty1e S12 Summer,36W - 19L,4.4,9.6,467,24.4%,69.6%,591.6,26%,0.38,6,-,Sivir,14,78.6%,Zeri,13,76.9%,Jinx,9,55.6%
Sty1e S13 Spring,37W - 16L,3.9,9.6,465,24.2%,69.8%,654,27.4%,0.38,4,-,Zeri,18,55.6%,Jinx,13,84.6%,Varus,9,66.7%
Sty1e S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sty1e S14 Spring,11W - 17L,3.3,7.4,406,22.6%,74.2%,724.2,28.7%,0.32,2,-,Senna,8,50%,Smolder,5,40%,Varus,3,0%
Topoon S11 Spring,9W - 12L,1.7,6.5,329,19.2%,53.5%,438.3,23.7%,0.21,7,-,Gnar,6,66.7%,Sion,3,33.3%,Gragas,2,50%
Topoon S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Topoon S12 Spring,24W - 7L,3.2,7.3,397,20.2%,52.3%,495.7,23%,0.32,29,-,Gnar,9,66.7%,Renekton,3,100%,Kennen,3,100%
Topoon S12 Summer,27W - 6L,4.8,8,416,21.1%,55.7%,590.7,24.4%,0.35,20,-,Gnar,9,100%,Sejuani,5,100%,Aatrox,5,80%
Topoon S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Topoon S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Topoon S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadeusz S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadeusz S11 Summer,4W - 1L,4.6,8.4,416,22.8%,65.2%,481.6,25.8%,0.33,-,-,Viktor,3,100%,Yone,1,100%,Tristana,1,0%
Tadeusz S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadeusz S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadeusz S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadeusz S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadeusz S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
StenBosse S11 Spring,23W - 14L,3.6,7.4,373,20.8%,58.8%,455.9,24.1%,0.29,13,-,Sion,7,71.4%,Gragas,6,66.7%,Camille,5,60%
StenBosse S11 Summer,20W - 12L,2.9,7.4,385,21.1%,55%,524.2,24.3%,0.27,10,-,Gangplank,6,50%,Viego,5,100%,Jayce,4,75%
StenBosse S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
StenBosse S12 Summer,18W - 14L,3.0,7.3,378,20.5%,56.1%,580.4,24.8%,0.29,7,-,Gangplank,7,42.9%,Gnar,6,66.7%,Sejuani,6,66.7%
StenBosse S13 Spring,19W - 14L,3.4,7.1,363,19.7%,48.1%,527.1,21.1%,0.29,13,-,KSante,8,50%,Sion,6,83.3%,Gnar,3,33.3%
StenBosse S13 Summer,1W - 6L,1.3,6.5,315,19.5%,54.7%,354.6,18.9%,0.17,1,-,KSante,3,33.3%,Ornn,2,0%,Sion,1,0%
StenBosse S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stend S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Stend S11 Summer,23W - 14L,3.0,1.3,244,13.5%,67.7%,157.6,7.4%,0.34,-,-,Leona,9,55.6%,Nautilus,7,57.1%,Rakan,6,100%
Stend S12 Spring,8W - 10L,2.7,1.1,227,13%,74.2%,135.6,8.5%,0.29,-,-,Rakan,4,75%,Nautilus,4,50%,Leona,3,66.7%
Stend S12 Summer,26W - 13L,4.5,1.2,244,13.1%,70.1%,157.1,7.2%,0.33,2,-,Nautilus,17,70.6%,Rakan,6,50%,Renata Glasc,5,100%
Stend S13 Spring,8W - 10L,3.2,1.1,240,13.2%,75.7%,181.7,9%,0.26,-,-,Nautilus,6,66.7%,Rakan,4,25%,Karma,2,50%
Stend S13 Summer,15W - 15L,4.1,1,239,13.5%,77.1%,158,7.1%,0.3,2,-,Rakan,9,33.3%,Alistar,5,100%,Nautilus,3,33.3%
Stend S14 Spring,13W - 11L,4.8,1.2,264,14.4%,78.4%,211.9,9.1%,0.35,-,-,Nautilus,5,60%,Rell,3,100%,Rakan,3,33.3%
Taara S11 Spring,1W - 3L,2.9,9.2,424,25.8%,79.9%,446.3,29.6%,0.28,1,-,Aphelios,2,50%,Jinx,1,0%,Kaisa,1,0%
Taara S11 Summer,3W - 15L,2.8,8.8,402,24.5%,67.5%,489.5,28.1%,0.21,2,-,Kaisa,5,0%,Jinx,3,33.3%,Ziggs,3,0%
Taara S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taara S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taara S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taara S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taara S14 Spring,0W - 13L,1.3,8.3,366,23%,53%,556,27.3%,0.12,-,-,Smolder,4,0%,Lucian,2,0%,Seraphine,1,0%
Summit S11 Spring,15W - 25L,2.3,8.3,388,21.9%,62.7%,490,26.9%,0.23,16,-,Gnar,14,35.7%,Camille,6,50%,Aatrox,4,50%
Summit S11 Summer,27W - 27L,2.1,8.5,393,22.3%,62.4%,482.6,27.8%,0.21,21,-,Gnar,15,66.7%,Renekton,7,42.9%,Viego,7,42.9%
Summit S12 Spring,16W - 11L,2.1,8.9,430,22.8%,53%,572.6,28.8%,0.23,14,-,Gnar,7,71.4%,Camille,3,66.7%,Tryndamere,3,33.3%
Summit S12 Summer,18W - 15L,2.8,8.5,411,22%,58.4%,624.4,28.8%,0.26,-,-,Gnar,11,63.6%,Gangplank,4,75%,Gragas,3,33.3%
Summit S13 Spring,8W - 10L,2.1,8.3,394,22.1%,53.1%,555,24.9%,0.2,7,-,Gnar,5,20%,Sion,3,0%,Renekton,2,50%
Summit S13 Summer,23W - 22L,2.5,8.6,410,22.1%,54.7%,600.2,25.8%,0.24,21,-,Jax,9,66.7%,KSante,8,25%,Kennen,5,80%
Summit S14 Spring,29W - 12L,3.2,8.6,430,22.4%,59.1%,782.2,29%,0.31,23,-,Aatrox,9,77.8%,Jax,7,57.1%,KSante,6,83.3%
TeamLuke S11 Spring,3W - 6L,3.3,8.4,426,24.1%,68%,516.4,23.9%,0.34,2,-,Kaisa,3,0%,Xayah,2,50%,Tristana,2,50%
TeamLuke S11 Summer,23W - 26L,2.7,8.6,409,22.9%,57.1%,519.1,24.5%,0.28,8,-,Tristana,12,58.3%,Ziggs,10,50%,Ezreal,7,57.1%
TeamLuke S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TeamLuke S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TeamLuke S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TeamLuke S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TeamLuke S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strompest S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strompest S11 Summer,1W - 4L,2.4,8.5,389,23.9%,54.7%,459.2,23.6%,0.2,-,-,Azir,1,0%,Cassiopeia,1,0%,LeBlanc,1,100%
Strompest S12 Spring,0W - 2L,1.5,8.8,385,24.3%,75%,399.3,33.9%,0.16,1,-,Ryze,1,0%,Azir,1,0%,-,-,-
Strompest S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strompest S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strompest S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Strompest S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Svenskeren S11 Spring,16W - 15L,3.1,6.3,346,19.5%,69.1%,338,17.8%,0.31,1,-,Graves,7,57.1%,Lillia,7,42.9%,Hecarim,6,50%
Svenskeren S11 Summer,14W - 11L,2.8,5.8,343,18.8%,60.5%,337.7,16.4%,0.26,4,-,Xin Zhao,6,50%,Diana,6,83.3%,Viego,5,80%
Svenskeren S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Svenskeren S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Svenskeren S13 Spring,16W - 21L,2.5,5.3,339,18.6%,69.3%,401.6,16.7%,0.32,5,-,Sejuani,8,62.5%,Wukong,7,42.9%,Vi,4,0%
Svenskeren S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Svenskeren S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TaNa S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TaNa S11 Summer,9W - 11L,2.7,8,391,22.7%,61.8%,403.4,22.6%,0.24,4,-,Gwen,5,40%,Sett,3,33.3%,Lucian,2,50%
TaNa S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TaNa S12 Summer,15W - 8L,3.2,8.2,408,21.8%,61.7%,513,26%,0.28,9,-,Olaf,3,100%,Sejuani,3,33.3%,Fiora,2,100%
TaNa S13 Spring,22W - 22L,3.2,8.6,414,23.4%,53.6%,571,27.6%,0.21,10,-,Jayce,7,57.1%,Gangplank,6,83.3%,Jax,5,60%
TaNa S13 Summer,16W - 14L,4.1,8.1,415,22.4%,69.2%,663.5,28.5%,0.34,10,-,Rumble,8,25%,Jayce,6,83.3%,Kennen,6,66.7%
TaNa S14 Spring,10W - 21L,2.9,8.3,401,22.9%,64.7%,626.2,26.8%,0.27,12,-,Rumble,7,14.3%,KSante,5,20%,Jayce,4,75%
Tkk S11 Spring,1W - 5L,2.2,7.3,334,20.9%,69.6%,468.9,27.9%,0.2,3,-,Seraphine,1,100%,Galio,1,0%,Syndra,1,0%
Tkk S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tkk S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tkk S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tkk S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tkk S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tkk S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tinelli S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tinelli S11 Summer,10W - 11L,3.1,1,224,12.9%,70.8%,130.9,7.7%,0.29,-,-,Braum,4,50%,Leona,4,50%,Rakan,3,66.7%
Tinelli S12 Spring,6W - 8L,4.1,1.1,233,13%,63.1%,135.9,6.7%,0.27,-,-,Leona,4,50%,Nautilus,4,50%,Galio,3,66.7%
Tinelli S12 Summer,7W - 5L,6.7,2.5,266,14.6%,66.5%,195.9,9.6%,0.35,-,-,Soraka,2,50%,Seraphine,2,100%,Braum,2,50%
Tinelli S13 Spring,5W - 9L,3.5,0.8,240,13.5%,72.2%,217.2,9.1%,0.35,-,-,Yuumi,3,33.3%,Amumu,3,66.7%,Heimerdinger,2,50%
Tinelli S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tinelli S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas Shen S11 Spring,0W - 3L,1.9,9.4,403,25.9%,72.7%,440.3,26.4%,0.25,1,-,Jinx,2,0%,Kaisa,1,0%,-,-,-
Thomas Shen S11 Summer,7W - 13L,2.2,8.6,404,23.9%,59.2%,509.5,26.7%,0.26,2,-,Varus,7,42.9%,Aphelios,4,25%,Ezreal,3,33.3%
Thomas Shen S12 Spring,1W - 7L,1.6,8.8,403,25%,66.3%,403.5,26.5%,0.22,-,-,Aphelios,4,25%,Jinx,1,0%,Lucian,1,0%
Thomas Shen S12 Summer,0W - 15L,1.6,9.3,389,24.3%,66.3%,480.2,29%,0.16,2,-,Zeri,4,0%,Ezreal,4,0%,Aphelios,2,0%
Thomas Shen S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas Shen S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas Shen S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teodor S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teodor S11 Summer,0W - 1L,5.0,0.8,225,14.3%,71.4%,245.8,20.9%,0.23,-,-,Karma,1,0%,-,-,-,-,-,-
Teodor S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teodor S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teodor S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teodor S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Teodor S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Steal S11 Spring,20W - 8L,7.0,6,347,19.1%,73.8%,305,16.5%,0.35,4,-,Olaf,8,87.5%,Udyr,7,57.1%,Hecarim,7,71.4%
Steal S11 Summer,24W - 13L,5.3,5.6,344,19.1%,72.4%,354.3,19%,0.35,6,-,Xin Zhao,8,75%,Shaco,5,80%,Diana,4,75%
Steal S12 Spring,26W - 9L,6.1,5.8,366,18.8%,68%,299.1,15.1%,0.41,5,-,Hecarim,9,77.8%,Poppy,8,100%,Nocturne,4,75%
Steal S12 Summer,32W - 10L,4.6,5.2,342,17.8%,67.7%,328.9,13.6%,0.37,4,-,Wukong,14,92.9%,Trundle,5,80%,Sejuani,5,20%
Steal S13 Spring,31W - 11L,4.7,5.3,358,18.7%,73.5%,418.9,17.1%,0.4,4,-,Vi,9,77.8%,Wukong,7,42.9%,Maokai,6,83.3%
Steal S13 Summer,21W - 10L,5.2,5.3,343,18.3%,72.4%,338.5,14%,0.37,1,-,Sejuani,9,88.9%,Poppy,5,80%,Maokai,4,50%
Steal S14 Spring,29W - 10L,3.8,5.2,338,17.7%,72.2%,324.1,12.8%,0.37,2,-,Poppy,8,87.5%,Maokai,6,100%,Vi,5,80%
Tazaku S11 Spring,5W - 12L,2.9,8.3,422,24.7%,59.5%,432.7,24.9%,0.28,1,-,Kaisa,6,33.3%,Aphelios,3,33.3%,Samira,3,33.3%
Tazaku S11 Summer,5W - 13L,3.6,8.9,412,24.5%,67.3%,532.3,30.5%,0.26,4,-,Varus,6,33.3%,Kaisa,3,0%,Ezreal,3,66.7%
Tazaku S12 Spring,10W - 12L,3.2,8.7,411,23.5%,69.2%,489.9,26.7%,0.27,5,-,Jhin,6,50%,Ezreal,3,33.3%,Aphelios,3,33.3%
Tazaku S12 Summer,5W - 13L,2.2,7.9,381,22.2%,64.7%,475.9,23.7%,0.21,1,-,Xayah,3,66.7%,Kalista,3,0%,Zeri,3,66.7%
Tazaku S13 Spring,4W - 14L,1.6,8.4,392,23.4%,72%,562.4,27.9%,0.2,2,-,Xayah,4,50%,Lucian,3,33.3%,Zeri,2,0%
Tazaku S13 Summer,8W - 10L,4.0,9.2,469,25.9%,79.5%,749.3,34.8%,0.32,3,-,Xayah,6,50%,Aphelios,4,50%,Kaisa,3,66.7%
Tazaku S14 Spring,9W - 9L,3.7,9,439,23.9%,74.2%,676.7,28.5%,0.34,3,-,Senna,3,66.7%,Sivir,3,66.7%,Xayah,2,50%
Thomasive S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomasive S11 Summer,1W - 1L,3.8,8,421,24.9%,69.7%,556.6,30.7%,0.26,2,-,Gnar,1,0%,Riven,1,100%,-,-,-
Thomasive S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomasive S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomasive S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomasive S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomasive S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sylvie S11 Spring,9W - 11L,3.2,6.4,352,19.6%,74.7%,349.8,17.6%,0.32,1,-,Nidalee,4,50%,Olaf,4,25%,Hecarim,3,66.7%
Sylvie S11 Summer,3W - 2L,2.3,5.6,319,18.7%,61.7%,210.6,13.2%,0.17,-,-,Viego,3,33.3%,Xin Zhao,1,100%,Gwen,1,100%
Sylvie S12 Spring,22W - 28L,3.2,5.5,335,18.7%,69.3%,268.6,14%,0.29,8,-,Viego,13,61.5%,Xin Zhao,8,50%,Lee Sin,8,25%
Sylvie S12 Summer,26W - 25L,4.1,5.3,331,18.4%,72.3%,260.1,12.2%,0.29,6,-,Wukong,14,64.3%,Viego,11,36.4%,Poppy,7,57.1%
Sylvie S13 Spring,9W - 33L,2.1,5,304,18.3%,72.7%,266.4,14.2%,0.2,2,-,Wukong,12,16.7%,Vi,10,20%,Sejuani,8,12.5%
Sylvie S13 Summer,13W - 30L,2.4,5.6,331,19%,69.6%,264.4,13.7%,0.2,3,-,Viego,6,50%,Sejuani,6,0%,Vi,6,16.7%
Sylvie S14 Spring,14W - 30L,2.3,5.3,308,17.6%,73.6%,259.9,12.2%,0.21,3,-,Vi,8,50%,Rell,8,12.5%,Maokai,6,33.3%
TheShy S11 Spring,23W - 18L,2.5,8,391,21.3%,47.8%,574.4,26.7%,0.27,18,-,Gnar,9,77.8%,Renekton,5,40%,Sion,4,25%
TheShy S11 Summer,7W - 11L,1.7,8.2,398,22.4%,49.6%,588.2,27.3%,0.24,-,-,Gwen,7,57.1%,Viego,4,25%,Gnar,2,0%
TheShy S12 Spring,28W - 20L,2.0,8.2,393,21.5%,53.4%,568,28.4%,0.21,-,-,Sion,8,50%,Graves,7,42.9%,Gwen,6,100%
TheShy S12 Summer,24W - 21L,2.2,8.5,412,22.3%,58.6%,678.1,30.2%,0.24,-,-,Kayle,8,50%,Gnar,6,66.7%,Kennen,6,83.3%
TheShy S13 Spring,25W - 17L,2.1,8.3,395,21.5%,46%,575.9,25.9%,0.2,-,-,KSante,18,61.1%,Gnar,10,70%,Renekton,4,75%
TheShy S13 Summer,47W - 29L,2.4,7.9,383,20.6%,49.2%,535,25.2%,0.22,7,-,KSante,17,70.6%,Renekton,14,50%,Aatrox,7,42.9%
TheShy S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Toaster S11 Spring,10W - 9L,3.2,7.5,420,22.8%,70.2%,572.4,25%,0.44,6,-,Ezreal,6,50%,Kaisa,4,50%,Tristana,3,66.7%
Toaster S11 Summer,9W - 5L,3.7,7.9,434,22.6%,63.2%,749.4,30.4%,0.47,3,-,Ezreal,5,60%,Varus,4,75%,Tristana,2,50%
Toaster S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Toaster S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Toaster S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Toaster S13 Summer,9W - 9L,3.7,8.4,424,23.6%,68.8%,594.7,29.2%,0.36,2,-,Ezreal,5,80%,Xayah,5,20%,Zeri,2,100%
Toaster S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy S11 Spring,3W - 12L,1.3,7.5,367,22.9%,52.9%,483.3,27.6%,0.18,6,-,Aatrox,4,50%,Jax,2,0%,Camille,2,0%
Timmy S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Timmy S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tomio S11 Spring,4W - 7L,2.6,6.4,336,20%,67.1%,346.8,20.2%,0.21,1,-,Nidalee,4,25%,Lillia,4,50%,Hecarim,3,33.3%
Tomio S11 Summer,5W - 8L,3.4,5.8,335,19.7%,71.2%,316.3,18.1%,0.25,-,-,Xin Zhao,4,75%,Olaf,2,50%,Trundle,2,0%
Tomio S12 Spring,17W - 26L,3.0,5.4,327,18.5%,70.1%,269.6,14.3%,0.29,9,-,Volibear,8,25%,Jarvan IV,7,71.4%,Lee Sin,7,42.9%
Tomio S12 Summer,19W - 26L,3.5,5.3,329,18.4%,63.6%,288.5,13.1%,0.29,7,-,Viego,11,36.4%,Wukong,10,40%,Trundle,7,71.4%
Tomio S13 Spring,36W - 12L,6.9,5.4,348,18.2%,68.9%,352.3,14.7%,0.35,5,-,Vi,15,93.3%,Maokai,10,70%,Wukong,9,55.6%
Tomio S13 Summer,33W - 17L,5.4,5.6,349,18.9%,76.6%,405.1,16.3%,0.35,3,-,Sejuani,15,73.3%,Maokai,12,91.7%,Vi,5,40%
Tomio S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Totyz S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Totyz S11 Summer,3W - 1L,8.0,7.7,405,20.7%,48.6%,358.5,17.3%,0.27,1,-,Gangplank,2,50%,Renekton,1,100%,Malphite,1,100%
Totyz S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Totyz S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Totyz S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Totyz S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Totyz S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tian S11 Spring,20W - 11L,3.6,6.1,350,18.6%,68.5%,296.7,14.5%,0.34,3,-,Hecarim,8,75%,Volibear,6,33.3%,Udyr,5,60%
Tian S11 Summer,37W - 19L,3.3,6,358,18.9%,65.8%,358.9,16.7%,0.33,1,-,Viego,15,86.7%,Rumble,7,42.9%,Diana,7,71.4%
Tian S12 Spring,34W - 21L,3.9,5.4,339,18.2%,67.4%,248.2,12.9%,0.34,-,-,Viego,14,57.1%,Lee Sin,11,72.7%,Hecarim,11,63.6%
Tian S12 Summer,42W - 20L,3.8,5.4,337,18%,65.7%,299.6,13.4%,0.3,-,-,Viego,14,78.6%,Wukong,11,81.8%,Poppy,10,80%
Tian S13 Spring,26W - 21L,3.7,5.4,345,18.8%,72.3%,332.1,14.5%,0.34,-,-,Sejuani,13,53.8%,Vi,10,70%,Wukong,8,37.5%
Tian S13 Summer,32W - 24L,3.5,6,357,19.4%,73.5%,316.5,14.1%,0.32,-,-,Sejuani,13,46.2%,Wukong,11,54.5%,Maokai,9,66.7%
Tian S14 Spring,47W - 22L,4.6,6.3,358,18.6%,67%,335.8,12.9%,0.34,-,-,Xin Zhao,17,64.7%,Lee Sin,12,66.7%,Viego,8,75%
Tay S11 Spring,13W - 10L,3.2,7.7,400,22.3%,57%,419.5,22%,0.26,11,-,Gragas,5,60%,Gnar,3,66.7%,Camille,2,100%
Tay S11 Summer,10W - 11L,2.9,7.3,366,20.9%,54.8%,381.4,19.4%,0.23,6,-,Dr. Mundo,3,33.3%,Lee Sin,2,100%,Nocturne,2,50%
Tay S12 Spring,10W - 8L,2.7,5.4,329,18.1%,60%,239.1,11.6%,0.27,2,-,Lee Sin,4,100%,Hecarim,4,75%,Viego,3,33.3%
Tay S12 Summer,6W - 12L,2.6,8.3,388,22.4%,50.1%,364.5,20%,0.2,4,-,Gnar,5,20%,Kayle,2,50%,Gragas,2,50%
Tay S13 Spring,10W - 11L,3.3,7.5,372,21.1%,49.2%,433.3,18.7%,0.21,7,-,KSante,4,50%,Jax,2,50%,Zac,2,50%
Tay S13 Summer,13W - 10L,3.8,7.5,368,20.5%,57.9%,395.8,15.8%,0.24,8,-,KSante,7,28.6%,Renekton,5,40%,Sion,2,100%
Tay S14 Spring,3W - 15L,1.8,7.6,360,21.6%,43.1%,405.5,18.4%,0.14,2,-,Udyr,4,0%,Gnar,3,66.7%,Aatrox,2,50%
Titan S11 Spring,16W - 10L,4.4,8.7,438,24.2%,67.8%,562.5,29.4%,0.34,2,-,Kaisa,7,71.4%,Xayah,4,50%,Jinx,3,66.7%
Titan S11 Summer,22W - 16L,4.4,9.2,443,24.3%,63%,580.2,28.4%,0.33,10,-,Ezreal,12,75%,Xayah,4,50%,Kalista,4,25%
Titan S12 Spring,25W - 20L,4.2,8.7,436,24.1%,69.8%,534.5,28.1%,0.34,8,-,Jinx,14,57.1%,Aphelios,10,60%,Ezreal,4,50%
Titan S12 Summer,19W - 12L,3.8,9.3,451,24.6%,66.4%,671,29.9%,0.33,3,-,Zeri,7,85.7%,Aphelios,4,50%,Sivir,4,25%
Titan S13 Spring,13W - 13L,3.9,9.5,436,24.8%,71.7%,607.6,30.5%,0.26,1,-,Zeri,5,60%,Varus,5,20%,Lucian,4,75%
Titan S13 Summer,20W - 11L,4.0,9.5,460,25%,73.3%,721.4,31.8%,0.36,6,-,Kaisa,8,75%,Zeri,8,37.5%,Aphelios,6,66.7%
Titan S14 Spring,23W - 17L,3.9,9.7,458,25%,72.1%,713.5,28.6%,0.32,3,-,Kalista,9,55.6%,Xayah,7,57.1%,Zeri,5,60%
Tarzan S11 Spring,16W - 22L,3.6,6.3,347,19.7%,69.2%,330.1,19.1%,0.26,4,-,Olaf,9,55.6%,Lillia,5,40%,Graves,5,20%
Tarzan S11 Summer,48W - 34L,5.0,6.1,352,19.4%,70.4%,347.9,17.9%,0.31,6,-,Lee Sin,15,53.3%,Xin Zhao,12,83.3%,Olaf,10,60%
Tarzan S12 Spring,25W - 20L,3.5,5,323,17.7%,72.3%,270.2,14.3%,0.33,-,-,Lee Sin,13,69.2%,Volibear,10,60%,Xin Zhao,9,44.4%
